traceId;product;org:resource;org:group;organization involved;org:role;time:timestamp
4;PROD542;Olga;V37 2nd;Org line V7n;;2011-03-09T08:17:16.000+0200
4;PROD542;Luc;V37 2nd;Org line V7n;;2011-03-09T18:03:41.000+0200
4;PROD542;Luc;D8;Org line A2;A2_1;2011-03-09T18:05:12.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-10T13:29:05.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-10T13:47:33.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-14T11:19:53.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-14T11:28:30.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-14T11:28:35.000+0200
4;PROD542;Olga;V37 2nd;Org line V7n;;2011-03-14T11:29:13.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-14T11:30:27.000+0200
4;PROD542;Olga;V37 2nd;Org line V7n;;2011-03-14T11:37:19.000+0200
4;PROD542;Luc;V37 2nd;Org line V7n;;2011-03-15T11:41:17.000+0200
4;PROD542;Luc;D8;Org line A2;A2_1;2011-03-15T11:53:36.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-15T12:00:18.000+0200
4;PROD542;Olga;V37 2nd;Org line V7n;;2011-03-15T12:12:52.000+0200
4;PROD542;Luc;V37 2nd;Org line V7n;;2011-03-15T12:21:49.000+0200
4;PROD542;Luc;D8;Org line A2;A2_1;2011-03-15T12:23:58.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-15T12:27:28.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-15T12:33:30.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-15T13:38:16.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-15T15:39:01.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-23T11:13:28.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-23T11:13:29.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-23T11:17:21.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-24T11:12:18.000+0200
4;PROD542;Olga;V37 2nd;Org line V7n;;2011-03-24T11:13:25.000+0200
4;PROD542;Luc;V37 2nd;Org line V7n;;2011-03-24T14:20:10.000+0200
4;PROD542;Luc;D8;Org line A2;A2_1;2011-03-24T14:20:46.000+0200
4;PROD542;Olga;D8;Org line A2;A2_1;2011-03-24T18:50:30.000+0200
4;PROD542;Olga;V32 2nd;Org line V7n;;2011-03-24T18:54:55.000+0200
4;PROD542;Earl;V32 2nd;Org line V7n;;2011-05-04T19:36:03.000+0300
4;PROD542;Earl;D8;Org line A2;A2_1;2011-05-23T15:52:07.000+0300
4;PROD542;Olga;D8;Org line A2;A2_1;2011-05-24T16:02:14.000+0300
4;PROD542;Olga;D8;Org line A2;A2_1;2011-05-24T18:16:36.000+0300
4;PROD542;Olga;D8;Org line A2;A2_1;2011-05-25T17:25:09.000+0300
4;PROD542;Siebel;D8;Org line A2;A2_1;2011-05-26T15:52:07.000+0300
4;PROD542;Olga;D8;Org line A2;A2_1;2011-05-26T17:20:06.000+0300
4;PROD542;Olga;D8;Org line A2;A2_1;2011-05-26T17:21:36.000+0300
4;PROD542;Olga;V32 2nd;Org line V7n;;2011-05-26T17:21:59.000+0300
4;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-20T16:55:42.000+0300
4;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:00:07.000+0300
4;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:01:21.000+0300
4;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:30.000+0300
5;PROD660;Marcus;S42;Org line C;V3_2;2011-04-04T17:51:24.000+0300
5;PROD660;Marcus;S42;Org line C;V3_2;2011-04-04T17:52:15.000+0300
5;PROD660;Marcus;S43;Org line C;V3_2;2011-04-04T17:58:11.000+0300
5;PROD660;Sandra;S43;Org line C;V3_2;2011-04-04T18:11:27.000+0300
5;PROD660;Sandra;S43;Org line C;V3_2;2011-04-04T18:11:37.000+0300
5;PROD660;Daniel;S43;Org line C;V3_2;2011-04-04T18:18:04.000+0300
5;PROD660;Daniel;S43;Org line C;V3_2;2011-04-04T18:24:46.000+0300
5;PROD660;Daniel;S43;Org line C;V3_2;2011-04-08T12:42:53.000+0300
5;PROD660;Simon;S42;Org line C;V3_2;2011-04-11T19:53:52.000+0300
5;PROD660;Simon;S42;Org line C;V3_2;2011-04-11T19:56:47.000+0300
5;PROD660;Simon;S43;Org line C;V3_2;2011-04-11T19:57:06.000+0300
5;PROD660;Marie;S43;Org line C;V3_2;2011-04-12T09:21:26.000+0300
5;PROD660;Marie;S43;Org line C;V3_2;2011-04-12T09:22:36.000+0300
5;PROD660;Daniel;S43;Org line C;V3_2;2011-04-12T10:12:13.000+0300
5;PROD660;Daniel;S43;Org line C;V3_2;2011-04-12T10:12:19.000+0300
5;PROD660;Sandra;S43;Org line C;V3_2;2011-05-31T11:39:43.000+0300
5;PROD660;Sandra;S43;Org line C;V3_2;2011-05-31T11:39:48.000+0300
5;PROD660;Sandra;S43;Org line C;V3_2;2011-10-28T16:22:35.000+0300
5;PROD660;Bj?rn;S43;Org line C;V3_2;2011-10-31T09:06:01.000+0200
5;PROD660;Bj?rn;S43;Org line C;V3_2;2011-10-31T09:06:05.000+0200
5;PROD660;Bj?rn;S43;Org line C;V3_2;2011-12-09T12:24:12.000+0200
5;PROD660;Mats;S43;Org line C;V3_2;2011-12-09T16:00:24.000+0200
5;PROD660;Mats;S43;Org line C;V3_2;2011-12-09T16:00:29.000+0200
5;PROD660;Per;S43;Org line C;V3_2;2012-03-12T11:03:11.000+0200
5;PROD660;Per;S43;Org line C;V3_2;2012-03-12T11:03:15.000+0200
5;PROD660;Per;S43;Org line C;V3_2;2012-03-19T14:15:59.000+0200
5;PROD660;Bj?rn;S43;Org line C;V3_2;2012-03-19T15:21:01.000+0200
5;PROD660;Bj?rn;S43;Org line C;V3_2;2012-03-19T15:23:52.000+0200
5;PROD660;Mats;S43;Org line C;V3_2;2012-03-20T10:32:27.000+0200
5;PROD660;Mats;S43;Org line C;V3_2;2012-03-20T10:32:53.000+0200
5;PROD660;Mats;S43;Org line C;V3_2;2012-05-02T17:01:42.000+0300
5;PROD660;Siebel;S43;Org line C;V3_2;2012-05-10T02:20:47.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-13T17:04:32.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-13T17:05:38.000+0300
6;PROD542;Olga;V37 2nd;Org line V7n;;2011-04-13T17:12:39.000+0300
6;PROD542;Luc;V37 2nd;Org line V7n;;2011-04-19T15:23:12.000+0300
6;PROD542;Luc;D8;Org line A2;A2_1;2011-04-19T15:27:05.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-19T15:57:53.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-19T16:01:16.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-22T12:29:18.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-22T12:30:27.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-27T19:38:48.000+0300
6;PROD542;Olga;V37 2nd;Org line V7n;;2011-04-27T19:42:38.000+0300
6;PROD542;Luc;V37 2nd;Org line V7n;;2011-04-28T12:06:05.000+0300
6;PROD542;Luc;D8;Org line A2;A2_1;2011-04-28T12:07:04.000+0300
6;PROD542;Olga;D8;Org line A2;A2_1;2011-04-28T13:02:04.000+0300
6;PROD542;Olga;V32 2nd;Org line V7n;;2011-04-28T13:08:04.000+0300
6;PROD542;Earl;V32 2nd;Org line V7n;;2011-05-11T16:31:55.000+0300
6;PROD542;Tsun Fai;V32 2nd;Org line V7n;;2011-07-27T15:28:46.000+0300
6;PROD542;Earl;V32 2nd;Org line V7n;;2011-08-16T18:42:06.000+0300
6;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:01:57.000+0300
6;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:02:52.000+0300
6;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:30.000+0300
7;PROD542;Henk;D5;Org line C;A2_1;2011-05-03T10:42:21.000+0300
7;PROD542;Henk;D5;Org line C;A2_1;2011-05-03T10:42:31.000+0300
7;PROD542;Henk;V37 2nd;Org line V7n;;2011-05-03T10:46:47.000+0300
7;PROD542;Luc;V37 2nd;Org line V7n;;2011-05-03T11:44:47.000+0300
7;PROD542;Luc;D5;Org line C;A2_1;2011-05-03T11:45:41.000+0300
7;PROD542;Katia;D5;Org line C;A2_1;2011-05-03T13:05:52.000+0300
7;PROD542;Katia;D5;Org line C;A2_1;2011-05-03T13:05:57.000+0300
7;PROD542;Henk;D5;Org line C;A2_1;2011-05-03T14:20:46.000+0300
7;PROD542;Henk;V32 2nd;Org line V7n;;2011-05-03T14:24:45.000+0300
7;PROD542;Earl;V32 2nd;Org line V7n;;2011-05-11T16:39:42.000+0300
7;PROD542;Earl;V32 2nd;Org line V7n;;2012-04-04T16:56:22.000+0300
7;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:03:26.000+0300
7;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:06:01.000+0300
7;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:29.000+0300
8;PROD116;Elaine;V39 2nd;Org line B;;2011-05-05T16:47:54.000+0300
8;PROD116;Elaine;V39 2nd;Org line B;;2011-05-05T16:48:38.000+0300
8;PROD116;Elaine;V39 2nd;Org line B;;2011-05-05T17:01:23.000+0300
8;PROD116;Elaine;V39 2nd;Org line B;;2011-05-05T20:21:53.000+0300
8;PROD116;Elaine;V39 2nd;Org line B;;2011-08-09T21:34:05.000+0300
8;PROD116;Rafael;V39 2nd;Org line B;;2012-03-07T16:26:40.000+0200
8;PROD116;Rafael;V39 2nd;Org line B;;2012-05-03T15:49:21.000+0300
8;PROD116;Siebel;V39 2nd;Org line B;;2012-05-04T02:21:11.000+0300
9;PROD542;Olga;D8;Org line A2;A2_1;2011-05-26T16:57:29.000+0300
9;PROD542;Olga;D8;Org line A2;A2_1;2011-05-26T16:57:50.000+0300
9;PROD542;Olga;V37 2nd;Org line V7n;;2011-05-26T17:07:31.000+0300
9;PROD542;Luc;V37 2nd;Org line V7n;;2011-05-30T13:44:09.000+0300
9;PROD542;Luc;D8;Org line A2;A2_1;2011-05-30T13:46:01.000+0300
9;PROD542;Olga;D8;Org line A2;A2_1;2011-05-30T14:47:27.000+0300
9;PROD542;Olga;D8;Org line A2;A2_1;2011-05-30T14:49:28.000+0300
9;PROD542;Olga;D8;Org line A2;A2_1;2011-05-31T08:30:30.000+0300
9;PROD542;Olga;V37 2nd;Org line V7n;;2011-05-31T08:31:53.000+0300
9;PROD542;Luc;V37 2nd;Org line V7n;;2011-05-31T11:02:29.000+0300
9;PROD542;Luc;D8;Org line A2;A2_1;2011-05-31T11:15:32.000+0300
9;PROD542;Olga;D8;Org line A2;A2_1;2011-05-31T11:16:56.000+0300
9;PROD542;Olga;V32 2nd;Org line V7n;;2011-05-31T11:21:50.000+0300
9;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-06T17:51:06.000+0300
9;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-06T17:51:08.000+0300
9;PROD542;Earl;V32 2nd;Org line V7n;;2011-07-20T15:39:07.000+0300
9;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:20:17.000+0300
9;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:21:09.000+0300
9;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:29.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-05-26T19:01:53.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-05-26T19:02:23.000+0300
10;PROD542;Olga;V37 2nd;Org line V7n;;2011-05-26T19:10:38.000+0300
10;PROD542;Tsun Fai;V37 2nd;Org line V7n;;2011-05-30T13:46:17.000+0300
10;PROD542;Tsun Fai;D8;Org line A2;A2_1;2011-05-30T13:48:32.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-05-30T13:52:42.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-05-30T13:57:50.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-05-31T15:01:27.000+0300
10;PROD542;Olga;V37 2nd;Org line V7n;;2011-05-31T15:03:30.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-01T10:52:10.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-01T10:52:25.000+0300
10;PROD542;Tsun Fai;V37 2nd;Org line V7n;;2011-06-01T12:36:51.000+0300
10;PROD542;Tsun Fai;D8;Org line A2;A2_1;2011-06-01T12:37:06.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T12:38:08.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T12:41:39.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T13:09:35.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T13:11:02.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T13:11:09.000+0300
10;PROD542;Olga;V37 2nd;Org line V7n;;2011-06-01T13:11:26.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-01T14:07:38.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-01T14:07:50.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-07-11T12:36:40.000+0300
10;PROD542;Luc;D8;Org line A2;A2_1;2011-07-11T12:58:50.000+0300
10;PROD542;Marcin;D8;Org line A2;A2_1;2011-07-11T13:06:14.000+0300
10;PROD542;Marcin;D8;Org line A2;A2_1;2011-07-11T13:06:18.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-07-11T13:14:25.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-07-11T13:21:28.000+0300
10;PROD542;Siebel;D8;Org line A2;A2_1;2011-07-14T12:58:50.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-07-15T11:22:05.000+0300
10;PROD542;Siebel;D8;Org line A2;A2_1;2011-07-18T11:22:10.000+0300
10;PROD542;Tamara;V29 2nd;Org line V7;;2011-07-25T15:43:58.000+0300
10;PROD542;Tamara;V29 2nd;Org line V7;;2011-07-25T15:44:03.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-08-31T12:39:40.000+0300
10;PROD542;Olga;V37 2nd;Org line V7n;;2011-08-31T12:41:40.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-08-31T15:39:45.000+0300
10;PROD542;Luc;D8;Org line A2;A2_1;2011-08-31T15:40:02.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-08-31T15:42:35.000+0300
10;PROD542;Olga;V37 2nd;Org line V7n;;2011-08-31T15:51:27.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-08-31T17:30:39.000+0300
10;PROD542;Luc;D8;Org line A2;A2_1;2011-08-31T17:30:52.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-08-31T17:35:34.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-08-31T17:38:36.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-08-31T17:49:06.000+0300
10;PROD542;Olga;V37 2nd;Org line V7n;;2011-08-31T17:50:41.000+0300
10;PROD542;Luc;V37 2nd;Org line V7n;;2011-08-31T18:41:51.000+0300
10;PROD542;Luc;D8;Org line A2;A2_1;2011-08-31T18:43:59.000+0300
10;PROD542;Olga;D8;Org line A2;A2_1;2011-08-31T18:46:46.000+0300
10;PROD542;Olga;V32 2nd;Org line V7n;;2011-08-31T18:49:16.000+0300
10;PROD542;Earl;V32 2nd;Org line V7n;;2011-09-16T19:00:17.000+0300
10;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:24:21.000+0300
10;PROD542;Juan;V37 2nd;Org line V7n;;2012-05-04T10:25:13.000+0300
10;PROD542;Siebel;V37 2nd;Org line V7n;;2012-05-12T02:21:29.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T10:55:53.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-01T10:58:17.000+0300
11;PROD542;Olga;V37 2nd;Org line V7n;;2011-06-01T11:02:37.000+0300
11;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-06T15:51:13.000+0300
11;PROD542;Luc;D8;Org line A2;A2_1;2011-06-06T16:21:04.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-07T15:04:41.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-07T15:08:14.000+0300
11;PROD542;Siebel;D8;Org line A2;A2_1;2011-06-09T16:21:05.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-10T12:19:23.000+0300
11;PROD542;Olga;V37 2nd;Org line V7n;;2011-06-10T12:21:07.000+0300
11;PROD542;Luc;V37 2nd;Org line V7n;;2011-06-14T13:36:29.000+0300
11;PROD542;Tsun Fai;D8;Org line A2;A2_1;2011-06-14T17:06:36.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-15T12:14:27.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-15T12:25:57.000+0300
11;PROD542;Olga;D8;Org line A2;A2_1;2011-06-15T15:55:06.000+0300
