traceId,product,org:resource,org:group,concept:name,resource country,impact,organization involved,lifecycle:transition,org:role,time:timestamp,organization country,
1,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-03-19T14:59:09.000+0200,se,
1,PROD660,Marie,S42,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-03-28T16:30:14.000+0300,se,
1,PROD660,Andreas,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-28T16:42:27.000+0300,se,
1,PROD660,Andreas,S43,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-03-28T16:46:48.000+0300,se,
1,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-28T17:04:12.000+0300,se,
1,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-03-28T17:04:56.000+0300,se,
1,PROD660,Marie,S43,Completed,Sweden,Medium,Org line C,Resolved,V3_2,2012-05-02T10:55:44.000+0300,se,
1,PROD660,Siebel,S43,Completed,0,Medium,Org line C,Closed,V3_2,2012-05-10T02:20:07.000+0300,se,
2,PROD660,Oliver,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-23T13:12:38.000+0200,se,
2,PROD660,Oliver,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-23T13:13:03.000+0200,se,
2,PROD660,Oliver,S43,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-03-23T13:33:27.000+0200,se,
2,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-23T14:21:45.000+0200,se,
2,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-03-23T14:22:01.000+0200,se,
2,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-26T10:44:30.000+0300,se,
2,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-03-26T10:44:41.000+0300,se,
2,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-03-28T15:44:05.000+0300,se,
2,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-03-28T16:24:50.000+0300,se,
2,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-03-28T16:24:54.000+0300,se,
2,PROD660,Marie,S43,Completed,Sweden,Medium,Org line C,Resolved,V3_2,2012-05-02T10:58:08.000+0300,se,
2,PROD660,Siebel,S43,Completed,0,Medium,Org line C,Closed,V3_2,2012-05-10T02:20:03.000+0300,se,
3,PROD660,Marcus,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-03T10:57:57.000+0300,se,
3,PROD660,Marcus,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-03T11:00:46.000+0300,se,
3,PROD660,Marcus,S43,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-04-03T11:05:37.000+0300,se,
3,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-03T11:38:36.000+0300,se,
3,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-03T11:38:45.000+0300,se,
3,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-03T12:49:25.000+0300,se,
3,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-03T12:49:29.000+0300,se,
3,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-04T13:15:35.000+0300,se,
3,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-04T13:16:16.000+0300,se,
3,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-04T13:16:21.000+0300,se,
3,PROD660,Björn,S42,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-04-11T10:15:09.000+0300,se,
3,PROD660,Andreas,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-11T10:16:04.000+0300,se,
3,PROD660,Andreas,S42,Accepted,Sweden,Medium,Org line C,Wait,V3_2,2012-04-11T10:25:14.000+0300,se,
3,PROD660,Andreas,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-11T15:26:43.000+0300,se,
3,PROD660,Andreas,S43,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-04-11T15:51:03.000+0300,se,
3,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-11T15:59:49.000+0300,se,
3,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-11T16:00:17.000+0300,se,
3,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-11T16:39:59.000+0300,se,
3,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-11T16:40:02.000+0300,se,
3,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-11T18:56:37.000+0300,se,
3,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-12T10:44:56.000+0300,se,
3,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-12T10:45:50.000+0300,se,
3,PROD660,Björn,S43,Completed,Sweden,Medium,Org line C,Resolved,V3_2,2012-05-04T12:39:02.000+0300,se,
3,PROD660,Siebel,S43,Completed,0,Medium,Org line C,Closed,V3_2,2012-05-12T02:20:38.000+0300,se,
4,PROD660,Anton,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-04T10:45:38.000+0300,se,
4,PROD660,Anton,S42,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-04T10:46:01.000+0300,se,
4,PROD660,Anton,S43,Queued,Sweden,Medium,Org line C,Awaiting Assignment,V3_2,2012-04-04T10:50:28.000+0300,se,
4,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-04T10:52:51.000+0300,se,
4,PROD660,Björn,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-04T10:53:05.000+0300,se,
4,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-04T11:31:32.000+0300,se,
4,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-04T11:33:47.000+0300,se,
4,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-17T16:08:38.000+0300,se,
4,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-17T16:08:42.000+0300,se,
4,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-17T16:28:53.000+0300,se,
4,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-17T16:28:57.000+0300,se,
4,PROD660,Fredrik,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-18T17:17:57.000+0300,se,
4,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-19T01:52:55.000+0300,se,
4,PROD660,Per,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-19T01:53:06.000+0300,se,
4,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-23T12:07:05.000+0300,se,
4,PROD660,Marie,S43,Accepted,Sweden,Medium,Org line C,Assigned,V3_2,2012-04-23T12:07:58.000+0300,se,
4,PROD660,Amer,S43,Accepted,Sweden,Medium,Org line C,In Progress,V3_2,2012-04-23T12:09:20.000+0300,se,
4,PROD660,Amer,S43,Accepted,Sweden,Medium,Org line C,Wait - User,V3_2,2012-04-23T12:09:26.000+0300,se,
4,PROD660,Amer,S43,Completed,Sweden,Medium,Org line C,Resolved,V3_2,2012-05-02T13:23:41.000+0300,se,
4,PROD660,Siebel,S43,Completed,0,Medium,Org line C,Closed,V3_2,2012-05-10T02:19:39.000+0300,se,
5,PROD507,Frederic,V30,Accepted,France,Medium,Org line A2,In Progress,A2_4,2011-06-28T13:35:39.000+0300,fr,
5,PROD507,Frederic,V30,Accepted,France,Medium,Org line A2,In Progress,A2_4,2011-06-28T13:35:57.000+0300,fr,
5,PROD507,Frederic,L61 3rd,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_5,2011-06-28T13:50:20.000+0300,fr,
5,PROD507,Fabrice,L61 3rd,Accepted,France,Medium,Org line A2,In Progress,A2_5,2011-06-28T13:58:24.000+0300,fr,
5,PROD507,Fabrice,V30,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_4,2011-06-28T13:59:36.000+0300,fr,
5,PROD507,Frederic,V30,Accepted,France,Medium,Org line A2,In Progress,A2_4,2011-06-28T19:45:50.000+0300,fr,
5,PROD507,Frederic,L62 3rd,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_5,2011-06-28T19:46:58.000+0300,fr,
5,PROD507,Julien,L62 3rd,Accepted,France,Medium,Org line A2,In Progress,A2_5,2011-06-29T11:47:40.000+0300,fr,
5,PROD507,Julien,V30,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_4,2011-06-29T11:48:21.000+0300,fr,
5,PROD507,Frederic,V30,Accepted,France,Medium,Org line A2,In Progress,A2_4,2011-06-29T11:51:19.000+0300,fr,
5,PROD507,Siebel,V30,Accepted,0,Medium,Org line A2,In Progress,A2_4,2011-07-02T11:48:21.000+0300,fr,
5,PROD507,Adeline,L62 3rd,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_5,2011-09-20T18:27:24.000+0300,fr,
5,PROD507,Julien,L62 3rd,Accepted,France,Medium,Org line A2,In Progress,A2_5,2012-04-18T17:25:03.000+0300,fr,
5,PROD507,Julien,V55 3rd,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_5,2012-04-18T17:26:29.000+0300,fr,
5,PROD507,Julien,V55 3rd,Accepted,France,Medium,Org line A2,In Progress,A2_5,2012-05-02T16:34:18.000+0300,fr,
5,PROD507,Julien,V30,Queued,France,Medium,Org line A2,Awaiting Assignment,A2_4,2012-05-02T16:35:45.000+0300,fr,
5,PROD507,Bernard,V30,Accepted,France,Medium,Org line A2,In Progress,A2_4,2012-05-04T13:46:38.000+0300,fr,
5,PROD507,Bernard,V30,Completed,France,Medium,Org line A2,Resolved,A2_4,2012-05-04T13:46:58.000+0300,fr,
5,PROD507,Siebel,V30,Completed,0,Medium,Org line A2,Closed,A2_4,2012-05-12T02:21:28.000+0300,fr,
6,PROD542,Meishan,D1,Accepted,China,Medium,Org line B,In Progress,A2_1,2012-01-20T04:06:30.000+0200,nl,
6,PROD542,Meishan,D1,Accepted,China,Medium,Org line B,In Progress,A2_1,2012-01-20T04:07:21.000+0200,nl,
6,PROD542,Meishan,D1,Accepted,China,Medium,Org line B,Wait - User,A2_1,2012-01-20T04:12:10.000+0200,nl,
6,PROD542,Meishan,V37 2nd,Queued,China,Medium,Org line V7n,Awaiting Assignment,,2012-01-20T04:30:03.000+0200,nl,
6,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-23T10:01:49.000+0200,nl,
6,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-01-23T10:01:53.000+0200,nl,
6,PROD542,Danny,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-23T14:03:32.000+0200,nl,
6,PROD542,Danny,D1,Queued,Netherlands,Medium,Org line B,Awaiting Assignment,A2_1,2012-01-23T14:10:53.000+0200,nl,
6,PROD542,Abby,D1,Accepted,China,Medium,Org line B,In Progress,A2_1,2012-01-24T11:20:55.000+0200,nl,
6,PROD542,Abby,D1,Accepted,China,Medium,Org line B,Wait - User,A2_1,2012-01-24T11:21:07.000+0200,nl,
6,PROD542,Abby,V37 2nd,Queued,China,Medium,Org line V7n,Awaiting Assignment,,2012-01-26T04:37:55.000+0200,nl,
6,PROD542,Abby,V37 2nd,Queued,China,Medium,Org line V7n,Awaiting Assignment,,2012-01-26T04:37:56.000+0200,nl,
6,PROD542,Tsun Fai,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-26T12:32:09.000+0200,nl,
6,PROD542,Tsun Fai,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-26T12:53:47.000+0200,nl,
6,PROD542,Tsun Fai,D1,Queued,Netherlands,Medium,Org line B,Awaiting Assignment,A2_1,2012-01-26T12:56:23.000+0200,nl,
6,PROD542,Abby,D1,Accepted,China,Medium,Org line B,In Progress,A2_1,2012-01-27T02:15:49.000+0200,nl,
6,PROD542,Abby,D1,Accepted,China,Medium,Org line B,Wait - User,A2_1,2012-01-27T02:16:37.000+0200,nl,
6,PROD542,Meishan,D1,Accepted,China,Medium,Org line B,In Progress,A2_1,2012-02-03T10:23:09.000+0200,nl,
6,PROD542,Meishan,V37 2nd,Queued,China,Medium,Org line V7n,Awaiting Assignment,,2012-02-03T10:26:57.000+0200,nl,
6,PROD542,Meishan,V37 2nd,Queued,China,Medium,Org line V7n,Awaiting Assignment,,2012-02-03T10:26:58.000+0200,nl,
6,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-03T10:40:13.000+0200,nl,
6,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,Assigned,,2012-02-03T10:40:18.000+0200,nl,
6,PROD542,Danny,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-03T10:50:32.000+0200,nl,
6,PROD542,Danny,V32 2nd,Queued,Netherlands,Medium,Org line V7n,Awaiting Assignment,,2012-02-03T10:51:07.000+0200,nl,
6,PROD542,Danny,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-03T10:52:19.000+0200,nl,
6,PROD542,Danny,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-03T10:52:23.000+0200,nl,
6,PROD542,Danny,V32 2nd,Queued,Netherlands,Medium,Org line V7n,Awaiting Assignment,,2012-02-03T10:53:06.000+0200,nl,
6,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-03-27T19:45:01.000+0300,nl,
6,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-03-27T19:45:35.000+0300,nl,
6,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-05-04T16:15:31.000+0300,nl,
6,PROD542,Juan,V37 2nd,Completed,Netherlands,Medium,Org line V7n,Resolved,,2012-05-04T16:19:49.000+0300,nl,
6,PROD542,Siebel,V37 2nd,Completed,0,Medium,Org line V7n,Closed,,2012-05-12T02:21:10.000+0300,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-23T10:34:34.000+0200,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-23T10:34:46.000+0200,nl,
7,PROD542,Katia,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-01-23T10:40:13.000+0200,nl,
7,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-25T11:22:08.000+0200,nl,
7,PROD542,Juan,D5,Queued,Netherlands,Medium,Org line C,Awaiting Assignment,A2_1,2012-01-25T13:27:54.000+0200,nl,
7,PROD542,Juan,D5,Queued,Netherlands,Medium,Org line C,Awaiting Assignment,A2_1,2012-01-25T13:27:55.000+0200,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-25T15:17:10.000+0200,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,Wait - User,A2_1,2012-01-25T15:17:58.000+0200,nl,
7,PROD542,Katia,D4,Queued,Belgium,Medium,Org line A2,Awaiting Assignment,A2_1,2012-01-25T15:39:25.000+0200,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-25T15:39:28.000+0200,nl,
7,PROD542,Katia,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-01-25T15:39:58.000+0200,nl,
7,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-25T17:24:34.000+0200,nl,
7,PROD542,Juan,V32 2nd,Queued,Netherlands,Medium,Org line V7n,Awaiting Assignment,,2012-01-26T12:17:06.000+0200,nl,
7,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-01-26T12:30:16.000+0200,nl,
7,PROD542,Earl,D5,Queued,Netherlands,Medium,Org line C,Awaiting Assignment,A2_1,2012-01-26T12:33:54.000+0200,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-26T14:08:25.000+0200,nl,
7,PROD542,Katia,D5,Accepted,Belgium,Medium,Org line C,Wait - User,A2_1,2012-01-26T14:08:29.000+0200,nl,
7,PROD542,Katia,V32 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-01-26T14:14:36.000+0200,nl,
7,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-03-21T10:28:30.000+0200,nl,
7,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-03-21T10:28:39.000+0200,nl,
7,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-05-04T11:22:56.000+0300,nl,
7,PROD542,Juan,V37 2nd,Completed,Netherlands,Medium,Org line V7n,Resolved,,2012-05-04T11:23:22.000+0300,nl,
7,PROD542,Siebel,V37 2nd,Completed,0,Medium,Org line V7n,Closed,,2012-05-12T02:21:09.000+0300,nl,
8,PROD542,Renaat,D2,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-31T17:26:28.000+0200,nl,
8,PROD542,Renaat,D2,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-01-31T17:26:45.000+0200,nl,
8,PROD542,Renaat,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-01-31T17:31:03.000+0200,nl,
8,PROD542,Tsun Fai,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-02T11:20:13.000+0200,nl,
8,PROD542,Tsun Fai,D2,Queued,Netherlands,Medium,Org line C,Awaiting Assignment,A2_1,2012-02-02T11:35:50.000+0200,nl,
8,PROD542,Renaat,D2,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-02-02T12:08:04.000+0200,nl,
8,PROD542,Renaat,D2,Accepted,Belgium,Medium,Org line C,Wait - User,A2_1,2012-02-02T12:14:19.000+0200,nl,
8,PROD542,Renaat,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-02-02T13:38:17.000+0200,nl,
8,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-02T15:20:28.000+0200,nl,
8,PROD542,Juan,V32 2nd,Queued,Netherlands,Medium,Org line V7n,Awaiting Assignment,,2012-02-02T15:21:59.000+0200,nl,
8,PROD542,Earl,V32 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-03-29T19:32:29.000+0300,nl,
8,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-05-04T11:24:39.000+0300,nl,
8,PROD542,Juan,V37 2nd,Completed,Netherlands,Medium,Org line V7n,Resolved,,2012-05-04T11:25:23.000+0300,nl,
8,PROD542,Siebel,V37 2nd,Completed,0,Medium,Org line V7n,Closed,,2012-05-12T02:21:08.000+0300,nl,
9,PROD542,Marco,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-02-08T12:17:10.000+0200,nl,
9,PROD542,Marco,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-02-08T12:17:57.000+0200,nl,
9,PROD542,Marco,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-02-08T12:21:51.000+0200,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-08T12:45:49.000+0200,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-02-08T12:45:57.000+0200,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-02-08T12:46:24.000+0200,nl,
9,PROD542,Juan,D6,Queued,Netherlands,Medium,Org line C,Awaiting Assignment,A2_1,2012-02-15T12:53:44.000+0200,nl,
9,PROD542,Alexandre,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-02-15T13:14:32.000+0200,nl,
9,PROD542,Alexandre,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-02-15T13:14:40.000+0200,nl,
9,PROD542,Alexandre,D6,Accepted,Belgium,Medium,Org line C,Wait - User,A2_1,2012-02-15T13:15:40.000+0200,nl,
9,PROD542,Siebel,D6,Accepted,0,Medium,Org line C,Wait - User,A2_1,2012-02-18T13:14:48.000+0200,nl,
9,PROD542,Marco,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-02-21T12:22:53.000+0200,nl,
9,PROD542,Marco,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-02-21T12:28:50.000+0200,nl,
9,PROD542,Marco,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-02-21T12:28:51.000+0200,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,In Progress,,2012-02-22T15:06:27.000+0200,nl,
9,PROD542,Juan,V37 2nd,Accepted,Netherlands,Medium,Org line V7n,Wait,,2012-02-22T15:06:31.000+0200,nl,
9,PROD542,Juan,D6,Queued,Netherlands,Medium,Org line C,Awaiting Assignment,A2_1,2012-03-01T09:38:56.000+0200,nl,
9,PROD542,Valeria,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-03-01T09:52:33.000+0200,nl,
9,PROD542,Valeria,D6,Accepted,Belgium,Medium,Org line C,Assigned,A2_1,2012-03-01T10:01:31.000+0200,nl,
9,PROD542,Mattia,D6,Accepted,Belgium,Medium,Org line C,In Progress,A2_1,2012-03-01T11:09:19.000+0200,nl,
9,PROD542,Mattia,V37 2nd,Queued,Belgium,Medium,Org line V7n,Awaiting Assignment,,2012-03-01T11:12:22.000+0200,nl,
